state_rank,class_rank,team,classification,record,mfpi,state_rank_change,class_rank_change,mfpi_change,sos,pf_per_game,pa_per_game,maxpreps_state_rank,maxpreps_rating,maxpreps_strength,schedule_direction,class_schedule_delta,up_games,same_class_games,down_games
25,1,Brookhaven High School,5A,3-0,78.0,18,4,8.7,49.1,40.7,19.3,16,69.1,22.7,Playing down,-0.333,1,0,2
26,2,Natchez High School,5A,3-0,77.2,13,1,6.8,64.4,32.7,17.3,74,46.91,22.0,Playing down,-1.0,0,1,2
27,5,Neshoba Central High School,6A,2-1,76.5,-1,3,-1.1,76.6,35.3,29.7,31,57.33,30.0,Playing down,-1.0,1,0,2
28,1,Noxubee County High School,3A,3-0,76.5,19,3,8.2,58.6,41.0,27.3,18,65.02,32.3,Mostly same class,0.0,1,0,2
29,2,Presbyterian Christian School,3A,2-1,75.7,42,5,14.4,77.0,30.0,23.3,71,47.54,28.6,Mostly same class,0.0,1,0,1
30,14,Desoto Central High School,7A,1-1,75.5,-1,-1,-0.1,91.4,16.5,19.5,23,60.15,36.0,Playing down,-1.0,0,0,2
31,6,South Panola High School,6A,0-2,75.4,1,4,1.3,95.5,17.5,21.5,19,64.95,39.5,Playing up,1.0,2,0,0
32,15,Hernando High School,7A,2-1,74.3,20,4,7.6,38.7,54.0,22.3,45,53.77,21.1,Playing down,-3.0,0,0,1
33,8,New Albany High School,4A,2-1,74.1,35,5,11.7,74.3,21.0,13.7,60,49.49,27.3,Playing up,0.667,1,2,0
34,3,Booneville High School,3A,3-0,73.5,10,-1,4.7,55.4,37.0,15.7,134,36.4,20.4,Mostly same class,0.0,1,1,1
35,7,Ridgeland High School,6A,2-1,73.1,15,6,6.3,70.7,32.0,23.3,63,49.14,22.8,Playing down,-1.333,0,0,3
36,9,Greenwood High School,4A,1-2,72.9,67,13,19.9,93.7,12.0,12.3,82,45.09,27.3,Playing up,0.5,1,0,1
37,10,Corinth High School,4A,2-1,72.7,4,-1,2.9,79.7,22.0,21.0,51,52.11,31.4,Playing up,0.333,1,2,0
38,11,Clarksdale High School,4A,2-1,72.4,39,4,12.1,60.4,35.0,22.3,65,48.94,24.5,Playing down,-1.5,0,0,2
39,3,Leake Central High School,5A,3-0,72.3,22,6,8.7,39.6,42.7,14.7,109,41.1,16.6,Mostly same class,0.0,0,3,0
40,4,Pontotoc High School,5A,2-0,72.0,-4,-2,0.5,54.5,37.5,13.0,67,48.91,21.6,Playing down,-1.0,0,0,2
41,8,Lake Cormorant High,6A,3-0,71.4,-21,-2,-7.7,34.2,27.7,7.0,22,60.16,21.0,Mostly same class,0.0,1,0,1
42,4,Thomas E. Edwards,3A,3-0,71.4,45,6,13.3,47.3,25.7,1.3,81,45.1,16.2,Mostly same class,0.0,2,0,1
43,5,Lafayette High School,5A,3-0,71.0,6,1,4.1,21.2,60.0,16.0,52,52.05,15.3,Playing down,-0.5,1,0,1
44,9,Hattiesburg High School,6A,1-2,70.5,-17,0,-6.5,91.9,27.0,32.0,25,59.64,40.0,Playing up,0.333,2,0,1
45,12,Greene County High School,4A,3-0,70.3,33,4,10.2,57.7,28.3,15.7,84,44.24,19.1,Playing up,0.333,2,0,1
46,16,West Harrison High School,7A,1-2,69.7,-12,0,-3.2,95.9,21.0,30.7,41,54.54,33.0,Playing down,-2.333,0,0,3
47,10,Center Hill High School,6A,3-0,69.7,-7,2,-0.3,36.5,28.3,11.3,62,49.41,22.7,Playing up,1.0,1,0,0
48,13,Shannon High School,4A,2-1,69.6,9,-2,4.8,59.9,26.0,16.0,58,49.77,27.7,Playing down,-0.333,1,1,1
49,11,Grenada High,6A,2-0,69.0,-32,-6,-11.0,18.0,39.0,7.0,32,56.97,15.4,Playing down,-1.0,0,1,1
50,5,Winona Secondary School,3A,3-0,68.9,1,0,2.1,13.5,45.0,4.3,49,53.59,15.1,Playing up,0.333,1,0,2
51,12,Olive Branch High School,6A,2-1,68.8,14,4,5.9,68.5,26.3,24.3,66,48.91,27.1,Mostly same class,0.0,2,0,1
52,17,Clinton High School,7A,0-3,68.6,-7,0,0.2,96.8,25.3,36.3,29,58.35,42.4,Playing down,-0.333,0,2,1
53,1,Leflore County High School,1A,3-0,68.1,47,0,14.2,27.0,31.3,6.7,77,45.74,19.6,Mostly same class,0.0,0,3,0
54,18,Pearl High School,7A,1-2,68.0,15,4,6.6,81.1,14.0,19.0,30,57.61,33.9,Playing down,-1.0,0,1,2
55,19,Southaven High School,7A,1-1,67.8,-7,-1,-0.1,55.0,24.0,10.5,50,53.59,22.1,Playing down,-3.0,0,0,2
56,14,Columbia High School,4A,1-2,67.6,23,3,7.7,64.9,30.7,25.3,36,55.35,32.9,Playing up,1.0,1,0,1
57,1,Scott Central Attendance Center,2A,2-1,66.9,6,1,3.6,56.3,32.7,20.7,97,42.55,20.6,Playing up,1.667,3,0,0
58,15,South Pike Senior High School,4A,1-2,65.9,30,4,8.2,91.0,30.7,34.7,123,38.6,29.3,Playing down,-0.333,1,1,1
59,2,Amite County High School,2A,3-0,65.8,-1,-1,1.0,8.6,41.3,0.0,79,45.21,11.3,Playing down,-1.0,0,0,3
60,3,East Webster High School,2A,3-0,65.1,25,2,6.8,15.8,34.0,9.0,46,53.76,20.2,Playing down,-0.333,1,0,2
61,16,McComb High School,4A,3-0,64.9,-8,-6,-1.8,12.2,36.0,4.0,69,48.3,13.5,Playing down,-0.333,1,0,2
62,6,New Hope High School,5A,1-2,64.3,5,4,1.7,82.0,27.7,32.0,34,56.87,35.5,Playing down,-0.333,1,0,2
63,7,Lanier High School,5A,3-0,64.1,-3,1,0.4,31.1,28.0,6.7,100,41.52,11.9,Playing up,0.667,2,0,1
64,13,Hancock High School,6A,1-2,63.5,19,4,4.1,90.1,31.0,37.7,135,36.22,27.2,Playing down,-0.667,1,0,2
65,14,Pascagoula High School,6A,2-1,63.4,-51,-10,-18.2,32.9,24.3,10.0,53,51.46,22.7,Mostly same class,0.0,2,0,1
66,15,Pearl River Central High School,6A,3-0,63.4,-29,-4,-7.2,49.5,33.3,26.0,102,41.25,19.0,Playing down,-1.0,0,0,2
67,8,Vicksburg High School,5A,0-3,62.9,32,9,8.1,98.6,18.7,29.3,124,38.05,29.8,Playing up,0.333,1,2,0
68,9,Caledonia High School,5A,2-1,62.7,46,10,13.4,64.0,22.7,23.0,75,46.88,28.0,Playing down,-1.0,0,0,2
69,6,Seminary High School,3A,2-1,62.7,-10,0,-1.3,42.3,33.0,19.3,85,44.22,22.6,Playing up,1.333,2,0,1
70,10,Laurel High School,5A,1-2,62.6,-42,-9,-13.6,89.6,27.0,40.0,37,55.27,36.0,Playing up,1.333,3,0,0
71,17,North Pontotoc High School,4A,2-1,62.6,23,4,7.1,46.4,36.0,20.3,122,38.61,12.8,Playing down,-1.0,0,0,3
72,7,Port Gibson High School,3A,2-1,62.1,-41,-6,-12.2,63.5,30.7,24.3,144,35.23,18.7,Playing up,2.0,3,0,0
73,2,Tupelo Christian,1A,3-0,62.1,52,2,15.6,14.0,38.0,7.3,105,41.21,11.2,Playing up,1.0,1,0,0
74,20,Murrah High School,7A,1-2,62.1,-12,0,-1.4,94.6,20.0,33.0,139,35.57,26.8,Playing down,-1.0,0,0,3
75,18,Morton High School,4A,3-0,61.9,-11,-6,-1.2,32.0,42.3,27.0,78,45.57,18.3,Playing down,-0.667,0,2,1
76,4,Heidelberg High School,2A,1-1,61.7,-4,-1,0.5,42.8,43.0,17.5,56,50.09,27.5,Playing up,1.0,2,0,0
